1936
n    52  41  906377  -1.00000000000000E+0002
b    53  41  907280   7.56000000001000E+0011
b    54  41  906835   3.02227200000381E+0006
b    55  41  908100   8.42400000000000E+0004
b    56  41  908096   4.41600000000000E+0003
b    57  41  910330   2.79999999999927E+0000
b    58  41  911619   1.50000000000000E+0001
b    59  41  914180   3.09999999999854E+0000
b    60  41  915320   7.09999999999854E+0000
b    61  41  918040   4.30000000000291E+0000
b    62  41  919370   1.50000000000000E+0000
e    46  42  921820   4.80000000000000E+0002
e    47  42  919480   1.32000000000000E+0002
e    48  42  913933   2.04120000000000E+0004
e    49  42  911755   9.30000000000000E+0002
n    50  42  906808  -1.48399999999965E+0001
e    51  42  906813   1.10250000000000E+0014
n    52  42  905085  -9.25000000000000E+0000
n    53  42  905840  -1.59199999999983E+0001
n    54  42  904678  -1.66799999999930E+0001
n    55  42  906021  -9.55000000000291E+0000
n    56  42  905406  -2.41300000000047E+0001
b    57  42  907711   2.37384000000238E+0005
n    58  42  907477  -9.63000000000466E+0000
b    59  42  910345   8.76000000000000E+0002
b    60  42  910297   6.72000000000000E+0002
b    61  42  913470   6.80000000000000E+0001
b    62  42  913600   6.00000000000000E+0001
b    63  42  917910   5.00000000000000E+0001
b    64  42  917950   8.39999999999418E+0000
e    47  43  923810   8.30000000000291E+0000
e    49  43  915257   2.64000000000000E+0002
e    50  43  910246   1.01880000000000E+0004
e    51  43  909654   1.75680000000298E+0004
e    52  43  907657   7.20000000000000E+0004
e    53  43  907870   3.71520000000477E+0005
e    54  43  906364   8.19000000000000E+0013
b    55  43  907215   1.32299999999872E+0014
b    56  43  906254   6.70950000000000E+0012
b    57  43  907657   1.58000000000029E+0001
b    58  43  907327   8.52000000000000E+0002
b    59  43  909208   5.30000000000291E+0000
b    60  43  909172   5.40000000000000E+0001
b    61  43  911460   1.09800000000000E+0003
b    62  43  911820   4.56000000000000E+0002
b    63  43  914510   3.60000000000000E+0001
b    64  43  915230   2.12000000000116E+0001
b    65  43  918420   5.00000000000000E+0000
e    48  44  920120   2.22000000000000E+0002
e    49  44  917050   6.00000000000000E+0001
e    50  44  911361   3.12000000000000E+0003
e    51  44  910414   5.90400000000745E+0003
n    52  44  907599  -5.51999999999680E+0000
e    53  44  907556   2.49696000000000E+0005
n    54  44  905287  -1.88000000000102E+0000
n    55  44  905939  -1.26999999999971E+0001
n    56  44  904219  -1.26000000000058E+0001
n    57  44  905582  -1.70000000000000E+0001
n    58  44  904348  -3.16000000000058E+0001
b    59  44  906323   3.39033600000000E+0006
n    60  44  905424  -1.87000000000116E+0001
b    61  44  907744   1.59840000000149E+0004
b    62  44  907321   3.21926400000000E+0007
b    63  44  910130   2.28000000000000E+0002
b    64  44  910140   2.76000000000000E+0002
b    65  44  913240   3.50000000000000E+0001
b    66  44  913760   1.50000000000000E+0001
e    49  45  921670   2.57999999999884E+0001
e    50  45  915900   3.00000000000000E+0002
e    51  45  914515   5.94000000000000E+0002
e    52  45  911320   1.86000000000000E+0003
e    53  45  910716   5.16000000000000E+0002
e    54  45  908192   1.39104000000000E+0006
e    55  45  908116   7.48800000000000E+0004
e    56  45  906159   1.03950000000000E+0008
e    57  45  906814   9.13500000000000E+0007
n    58  45  905500  -1.00000000000000E+0002
b    59  45  906651   4.17999999999884E+0001
b    60  45  905686   1.27440000000119E+0005
b    61  45  907279   2.97999999999884E+0001
b    62  45  906751   1.30200000000000E+0003
b    63  45  908650   3.60000000000000E+0002
b    64  45  908734   8.10000000000000E+0001
b    65  45  910960   2.90000000000000E+0001
b    66  45  911630   1.10000000000000E+0001
b    67  45  914410   8.00000000000182E-0001
e    50  46  918010   1.20000000000000E+0002
e    51  46  916480   1.86000000000000E+0002
e    52  46  912722   1.08000000000000E+0003
e    53  46  911763   1.28400000000000E+0003
e    54  46  908527   3.11040000000000E+0005
e    55  46  908287   3.02399999999702E+0004
n    56  46  905634  -1.02000000000044E+0000
e    57  46  906114   1.46620800000000E+0006
n    58  46  904029  -1.11399999999994E+0001
n    59  46  905079  -2.23299999999872E+0001
n    60  46  903478  -2.73299999999872E+0001
b    61  46  905127   2.04750000000000E+0014
n    62  46  903895  -2.64599999999919E+0001
b    63  46  905954   4.82400000000000E+0004
n    64  46  905167  -1.17200000000012E+0001
b    65  46  907660   1.32000000000000E+0003
b    66  46  907323   7.57080000000000E+0004
b    67  46  910110   9.80000000000000E+0001
b    68  46  910310   1.48800000000279E+0002
b    69  46  913590   4.70000000000000E+0001
b    70  46  914000   1.26999999999971E+0001
e    50  47  923890   1.90000000000000E+0001
e    51  47  921560   4.67000000000116E+0001
e    52  47  917590   1.24199999999953E+0002
e    53  47  916140   1.20000000000000E+0002
e    54  47  912810   6.66000000000000E+0002
e    55  47  911950   7.80000000000000E+0002
e    56  47  908980   3.96000000000000E+0003
e    57  47  908628   4.14000000000000E+0003
e    58  47  906520   3.56832000000000E+0006
e    59  47  906662   1.44000000000000E+0003
n    60  47  905092  -5.18399999999674E+0001
b    61  47  905952   1.45200000000186E+0002
n    62  47  904757  -4.81599999999744E+0001
b    63  47  906111   2.46000000000058E+0001
b    64  47  905295   6.45408000000000E+0005
b    65  47  907010   1.13040000000000E+0004
b    66  47  906558   1.90800000000000E+0004
b    67  47  908760   4.50000000000000E+0000
b    68  47  908800   1.20000000000000E+0003
b    69  47  911200   1.60800000000047E+0002
b    70  47  911700   7.30000000000000E+0001
b    71  47  914570   4.00000000000000E+0000
b    72  47  915630   2.09999999999854E+0000
